Title,More Info,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,City,Neighborhood
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,900,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Lekki Phase 1
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,500,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
Luxury Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",1,0,0,1 beds,1 baths,2 Toilets,Lekki,Other Lekki
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,900,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Other Lekki
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,3 beds,3 baths,3 Toilets,Lekki,Ikota
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",1,1,0,1 beds,1 baths,2 Toilets,Lekki,Ikota
3 Bedroom Duplex,3 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,0,3 beds,4 baths,4 Toilets,Lekki,Chevron
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"7,000,000/year",0,0,0,5 beds,0 baths,0 Toilets,Lekki,Osapa London
Spacious 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,5 beds,5 baths,6 Toilets,Lekki,Ikota
3 Bedroom Duplex,3 BEDROOM HOUSE FOR RENT,"2,600,000/year",0,1,1,3 beds,3 baths,4 Toilets,Lekki,Chevron
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Luxury 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,"3,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
Furnished 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",1,0,1,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"9,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,0,3 beds,0 baths,0 Toilets,Lekki,Agungi
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikate
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,"450,000,000/year",0,0,0,5 beds,5 baths,5 Toilets,Lekki,Ikate
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Lekki Phase 1
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Lekki Phase 1
Boys Quarters,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikota
Room Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikate
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Ikota
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,1,0,5 beds,5 baths,6 Toilets,Lekki,Chevron
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Ikate
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,5 beds,5 baths,6 Toilets,Lekki,Other Lekki
Spacious Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"250,000/year",0,1,0,1 beds,1 baths,1 Toilets,Lekki,Other Lekki
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,0,3 beds,3 baths,5 Toilets,Lekki,Ikate
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Chevron
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Ikate
Furnished 5 Bedroom Detached House,5 BEDROOM HOUSE FOR RENT,"9,000,000/year",0,0,0,5 beds,5 baths,6 Toilets,Lekki,Agungi
Spacious Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"120,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Other Lekki
3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,"6,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"6,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikota
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"8,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,1,1,4 beds,4 baths,5 Toilets,Lekki,Ikota
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,0 beds,0 baths,0 Toilets,Lekki,Lekki Phase 1
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"12,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
5 Bedroom Duplex,5 BEDROOM HOUSE FOR RENT,"10,000,000/year",0,0,1,5 beds,5 baths,6 Toilets,Lekki,Other Lekki
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"8,000,000/year",1,1,1,5 beds,5 baths,5 Toilets,Lekki,Osapa London
3 Bedroom Duplex,3 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,1,3 beds,3 baths,3 Toilets,Lekki,Lekki Phase 1
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Ikota
Brand New 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"2,700,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
Newly Built 5 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
Brand New 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Beautiful 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Osapa London
Fully Serviced 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Furnished 6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR RENT,"8,000,000/year",0,0,0,6 beds,6 baths,7 Toilets,Lekki,Lekki Phase 1
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"10,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
Serviced 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"8,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
2 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Osapa London
4 Bedroom Maisonette,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Ologolo
Lovely 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,700,000/year",0,0,0,2 beds,3 baths,3 Toilets,Lekki,Other Lekki
5 Bedroom Semi Detached House,5 BEDROOM HOUSE FOR RENT,"6,500,000/year",0,0,0,5 beds,5 baths,6 Toilets,Lekki,Osapa London
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
Lovely 3 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",1,0,0,2 beds,3 baths,3 Toilets,Lekki,Lekki Phase 1
A Standard Mini Flat,FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,0 beds,0 baths,0 Toilets,Lekki,Chevron
4 Bedroom Maisonette,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
"Fully Serviced, 24hrs Light, 4bedroom Semi Detached Duplex With Bq",HOUSE FOR RENT,"5,500,000/year",0,0,0, beds, baths, Toilets,Lekki,Chevron
"New, Beautifully Built And Tastefully Finished 4 Bedroom Semi Detached House With A Room Boy's Quarter",4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Ologolo
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"550,000/year",0,1,0,2 beds,2 baths,2 Toilets,Lekki,Other Lekki
3 Bedroom Newly Built Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,250,000/year",1,0,0,3 beds,3 baths,3 Toilets,Lekki,Chevron
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"3,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
Lovely 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",0,0,0,2 beds,3 baths,3 Toilets,Lekki,Agungi
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,200,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Ologolo
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,500,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikota
Fully Serviced 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,0,1,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,1,0,4 beds,4 baths,0 Toilets,Lekki,Chevron
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Osapa London
Lovely 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,200,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Serviced 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,800,000/year",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Ikate
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Osapa London
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Ologolo
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,1,0,1 beds,1 baths,2 Toilets,Lekki,Ikota
Luxury 3 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,"7,600,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"3,700,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Lekki Phase 1
Luxury 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"8,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
Newly Built 4 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Agungi
Studio Apartment,FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,0 beds,0 baths,0 Toilets,Lekki,Chevron
Shared Apartment,FLAT / APARTMENT FOR RENT,"1,500,000/year",0,1,0,0 beds,0 baths,0 Toilets,Lekki,Chevron
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Osapa London
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,700,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Other Lekki
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,1 beds,0 baths,0 Toilets,Lekki,Chevron
Serviced 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"2,800,000/year",1,1,0,2 beds,2 baths,3 Toilets,Lekki,Chevron
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",1,0,0,2 beds,3 baths,3 Toilets,Lekki,Osapa London
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"3,800,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,4 beds,4 baths,4 Toilets,Lekki,Agungi
Fully Detached House Of 5 Bedroom,5 BEDROOM HOUSE FOR RENT,"10,000,000/year",0,0,0,5 beds,5 baths,6 Toilets,Lekki,Osapa London
Clean 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",1,0,0,2 beds,2 baths,3 Toilets,Lekki,Chevron
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",0,0,0,3 beds,4 baths,4 Toilets,Lekki,Ologolo
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"6,000,000/year",0,0,0,3 beds,4 baths,4 Toilets,Lekki,Lekki Phase 1
Brand New Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,1 beds,0 baths,0 Toilets,Lekki,Ologolo
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
Spacious 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"3,800,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Lekki Phase 1
Modern 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"6,000,000/year",1,1,1,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
Shared Apartment,FLAT / APARTMENT FOR RENT,"750,000/year",0,0,0,0 beds,0 baths,0 Toilets,Lekki,Osapa London
2 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,400,000/year",0,1,0,2 beds,2 baths,3 Toilets,Lekki,Ikota
Luxury 5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,"9,000,000/year",0,0,0,5 beds,5 baths,6 Toilets,Lekki,Lekki Phase 1
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",0,0,0,1 beds,0 baths,0 Toilets,Lekki,Osapa London
Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,1 beds,0 baths,0 Toilets,Lekki,Chevron
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"7,000,000/year",0,0,1,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
3 Bedroom Maisonette,3 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,"2,000,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Ikate
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Chevron
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,2 beds,0 baths,2 Toilets,Lekki,Lekki Phase 1
Spacious 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",1,0,0,2 beds,2 baths,3 Toilets,Lekki,Other Lekki
Spacious 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"4,000,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
4 Bedroom Fully Detached Duplex,4 BEDROOM FLAT / APARTMENT FOR RENT,"6,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Osapa London
3 Bedroom Duplex,3 BEDROOM HOUSE FOR RENT,"3,500,000/year",1,1,1,3 beds,3 baths,3 Toilets,Lekki,Ikate
Furnished 1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",1,1,1,1 beds,1 baths,2 Toilets,Lekki,Other Lekki
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"6,000,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
Brand New 4 Bedroom Detached House,4 BEDROOM HOUSE FOR RENT,"7,500,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",1,0,0,2 beds,2 baths,3 Toilets,Lekki,Lekki Phase 1
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"3,800,000/year",1,1,1,2 beds,2 baths,3 Toilets,Lekki,Chevron
Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Ikota
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Lekki Phase 1
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,300,000/year",0,0,0,2 beds,3 baths,3 Toilets,Lekki,Chevron
Spacious Boys Quarters,1 BEDROOM FLAT / APARTMENT FOR RENT,"400,000/year",0,0,0,1 beds,1 baths,0 Toilets,Lekki,Ikate
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,1 beds,1 baths,1 Toilets,Lekki,Lekki Phase 1
Mini Apartment,FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,0 beds,0 baths,0 Toilets,Lekki,Lekki Phase 1
Room Self Contain,FLAT / APARTMENT FOR RENT,"900,000/year",0,1,0,0 beds,0 baths,0 Toilets,Lekki,Ikate
Newly Built 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"6,000,000/year",0,1,0,4 beds,4 baths,0 Toilets,Lekki,Ologolo
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"2,500,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Agungi
Lovely 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Neat 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"2,800,000/year",1,0,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
4 Bedroom Semi Detached Deplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Massive 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,1,0,4 beds,5 baths,5 Toilets,Lekki,Ikota
10 Bedroom Detached Duplex,10 BEDROOM HOUSE FOR RENT,"17,000,000/year",0,0,0,10 beds,10 baths,10 Toilets,Lekki,Lekki Phase 1
Newly Built 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,0,0,4 beds,4 baths,0 Toilets,Lekki,Ologolo
Office Space,6 BEDROOM COMMERCIAL PROPERTY FOR RENT,"11,000,000/year",0,0,0,6 beds,6 baths,7 Toilets,Lekki,Lekki Phase 1
Spacious 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",1,1,0,4 beds,5 baths,6 Toilets,Lekki,Ikota
Serviced 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Ikota
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",0,1,0,4 beds,4 baths,5 Toilets,Lekki,Other Lekki
Serviced 4 Bedroom Terrace House,4 BEDROOM HOUSE FOR RENT,"7,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"6,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Osapa London
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"6,500,000/year",1,1,0,5 beds,5 baths,6 Toilets,Lekki,Ikota
Service Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"3,000,000/year",0,0,0,1 beds,1 baths,2 Toilets,Lekki,Lekki Phase 1
6 Units Of 3 Bedroom Blocks Of Flats,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,200,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Other Lekki
Serviced 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikota
Serviced 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Ikate
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,300,000/year",0,0,0,2 beds,2 baths,3 Toilets,Lekki,Chevron
5 Bedroom Detached House,5 BEDROOM HOUSE FOR RENT,"20,000,000/year",1,0,0,5 beds,5 baths,6 Toilets,Lekki,Osapa London
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"3,600,000/year",0,1,0,4 beds,4 baths,4 Toilets,Lekki,Other Lekki
Brand New 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,"4,500,000/year",1,1,0,3 beds,4 baths,4 Toilets,Lekki,Agungi
4 Bedroom Semi Detached House With A Room Boy's Quarter,4 BEDROOM HOUSE FOR RENT,"8,000,000/year",0,0,0,4 beds,4 baths,5 Toilets,Lekki,Lekki Phase 1
Lovely 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"5,500,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"2,500,000/year",1,1,1,2 beds,2 baths,2 Toilets,Lekki,Osapa London
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,"5,000,000/year",1,1,0,5 beds,5 baths,6 Toilets,Lekki,Chevron
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,1,0,2 beds,2 baths,3 Toilets,Lekki,Other Lekki
Serviced 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",1,0,0,2 beds,2 baths,3 Toilets,Lekki,Other Lekki
3 Bedroom Duplex,3 BEDROOM HOUSE FOR RENT,"2,000,000/year",0,0,0,3 beds,3 baths,4 Toilets,Lekki,Other Lekki
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,800,000/year",0,1,0,2 beds,2 baths,3 Toilets,Lekki,Agungi
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",1,1,0,4 beds,4 baths,5 Toilets,Lekki,Chevron
Serviced 3 Bedroom Terrace House,3 BEDROOM HOUSE FOR RENT,"3,000,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Osapa London
Serviced 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",1,0,0,3 beds,3 baths,4 Toilets,Lekki,Lekki Phase 1
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"8,500,000/year",0,0,0,5 beds,5 baths,6 Toilets,Lekki,Lekki Phase 1
Newly Built 4 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,"4,500,000/year",0,1,0,5 beds,5 baths,5 Toilets,Lekki,Ikota
Serviced 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,"3,000,000/year",1,1,0,3 beds,3 baths,4 Toilets,Lekki,Ikota
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,"10,000,000/year",1,1,0,5 beds,5 baths,6 Toilets,Lekki,Ikate
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"3,500,000/year",0,1,0,3 beds,3 baths,4 Toilets,Lekki,Other Lekki
3 Bedroom Terrace House,3 BEDROOM HOUSE FOR RENT,"3,500,000/year",1,1,0,3 beds,4 baths,4 Toilets,Lekki,Chevron
Well Maintained 4 Bedroom Semi Detached House,4 BEDROOM HOUSE FOR RENT,"4,500,000",0,0,0,4 beds,0 baths,0 Toilets,Lekki,Osapa London
2 Bedroom Penthouse,2 BEDROOM FLAT / APARTMENT FOR RENT,"4,000,000/year",0,0,0,2 beds, baths, Toilets,Lekki,Ikate
